,user_id,location,username,description
277,"[""724018040069705729',""]","Florida, USA',",,"21/Male/✝️Member Of The Church Of Jesus Christ Of Latter Day Saints/Animation Enthusiast/Land Before Time Stan/Musical Lover/LDS Apologist',"
278,"[""902262339226959873',""]",,,"',"
279,"[""1584210246591021057',""]",,,"what are youoing here',"
280,"[""1258128223545638912',""]","Hiding Under Frank Ocean’s Bed',",,"Fashionalist✨',"
281,"[""1569040524249812992',""]","Siris',",,"Alien',"
282,"[""767389210210738177',""]",,,"ⅩⅦI ↺ \n\nOal, ¿escuchamos musiquita?',"
283,"[""1505552418653630464'}""]",,"OnHels50',","NEW ACCOUNT Got booted 🤷🏼\u200d♀️Cheers to my old n new followers 👊',"
284,"[""87259041'}""]","Bristol, UK',","stilton54',","Retired Consultant Physician in Bristol PGP: 026F6C185B8F7B9F0BB805896EE56FB09189E0FA',"
285,"[""1310985385875566597'}""]","Québec City',","arzt28',","Rx\nQuébécois \n🇫🇷',"
286,"[""1223970361647169536'}""]",,"cringe_fn',","@mongraal',"
287,"[""3339909250'}""]","Liverpool, England',","plantaingirl',","in this world but not of it. Tech Lead 👩🏽\u200d💻Minister of Enjoyment',"
288,"[""1297126263325437952'}""]","🌎 earth...heading home',","samz_88_',","🐾🐾🐾🐾👣👣👣 \nUltra MAGA 🙂',"
289,"[""2984410546'}""]",West baltimore,"neekdummie',","I will win indefinitely 🎯',"
290,"[""2777172341'}""]","Nasarawa, Nigeria',","Arabbawa',","#SDGs Advocate | Environmental Advocate | Climate Advocate |',"
291,"[""1542160402666164226'}""]","SoHo, Manhattan',","shrey_wolf',","The definition of twitter is to scream into a void. It only really makes sense to follow yourself into a void✌🏽 Views are my own.',"
292,"[""80501732'}""]",,"JeremyBrace',","public_metrics': {'followers_count': 510,"
293,"[""1118323077987864576'}""]","they / it / he',","primusgendered',","grey | part time migraine, full time commie, 24/7 vestibular migraine and PPPD treatment advocate | priv : @avril200th',"
294,"[""750380394256539649'}""]","Los Angeles, CA',","Big8LA',","Los Angeles | 26 | Ex Collegiate Athlete Let’s 🎥- 8 Cut Top | Let Me Choke You 🍆',"
295,"[""84956872'}""]","The Nation-State of California',","TonyaA6',",location':
296,"[""1271614578950942720'}""]","無断転載、自作発言禁止',","BlackHoodmoo',","一次創作マン ⁄ NFT クリエーター\nSelf Manga artist and illustrator. Making original comic in Japanese and English.\n気になった絵描きさん無言フォローしちゃいます\n創作垢フォロバするかも\n成人済\n宜しくお願いします😊',"
297,"[""3123861166'}""]",,"Today_deep_Moon',","大感謝電通さま大感謝。 yahoo rss c ,\ndie suddenly\u3000\u3000幸福と価値創造を応援しています。#恋 #月族\u3000#moon #魚族\u3000#fish #遊び\u3000#fun\u3000＃create\u3000＃クリエイト',"
298,"[""1428496509029470208'}""]",,"OrtegonAugust',","',"
299,"[""773310890544394240'}""]",,"hercule53',","',"
300,"[""437979939'}""]","elsewhere',","ItsJstFei',",location':
301,"[""797932723344211968'}""]",,"HotAzrael',","Latin 183 cm Vers performer 💪🏼/ 🔥+18',"
302,"[""1239616965859323904'}""]","carrd byf • minor',","indigoblink',","multi - he/him - (recovering)',"
303,"[""1594240969343483904'}""]",,"bunnyda24291605',","',"
304,"[""832208553750392832'}""]",,"lanading1',","Writer. Love trumps hate. Democracy&rule of law shall prevail. Worship no human being.#Istandwithukraine',"
305,"[""478071277'}""]","Everywhere',","A_MysticalOne',","Manga/anime, Comics, Martial Arts,\nScience\n\nGO BEYOND...',"
306,"[""745681800400297987'}""]","Walnut Creek, CA',","deborah_witalis',","',"
307,"[""1587332556252483587'}""]",,"Elizabe09781924',","last day i found my girlloving',"
308,"[""1552319390900752386'}""]",,"Tgirl_Heaven',","Just a guy who loves #shemales',"
309,"[""1567953780225851397'}""]",,"HblsHsham',","',"
310,"[""1518462762678206467'}""]",,"JudyDaniell3',","我是私家侦探调查员张飞，需要查询信息，请联系我的telegram： zhangfei98',"
311,"[""4668238213'}""]",Visakhapatnam,"manojsteelium',","',"
312,"[""176317802'}""]",,"Aarow_16',","',"
313,"[""3776313374'}""]",,"ashantiablina',","Everything.',"
314,"[""1395203449927741441'}""]",,"MommaGooose149',","will block porn on your pinned wall block locked accounts. heart of gold, physco bitch if you disrespect me. 420 Disabled with Cp. TAKEN. #22for22 #turn22to0',"
315,"[""1321955844288925696'}""]",,"thespideygang',","just a bot that tweets out spiderverse content every hour or so|run by @aromanticnoir',"
316,"[""1087563633284894720'}""]","London, England',","teamVRY',","Content Creator • Writer for https://t.co/sCBXNZ6mkO and https://t.co/pRjn2H6T9n • Contact me at mviray.business@gmail.com',"
317,"[""1576946448008200193'}""]",,"Black851005',","',"
318,"[""1313331639821504512'}""]","Stayville - Stay st.',","AnyStay97',","ONLY STRAYKIDS - ONLY STAY\n           This user is under the protection of Bang Chan. Fan acc\n\n           INFP-T\n                            she/her 20+🍷',"
319,"[""1584139953000300544'}""]",,"AmySmit06340791',","we hope doing well in exam',"
320,"[""1529504225268473856'}""]",,"HaroldGunter17',","public_metrics': {'followers_count': 155,"
321,"[""107169642'}""]","Tallahassee, FL',","Courtney2tall',","Your favorite Pisces 🤓 #RIPGibbby',"
322,"[""1377580034253275136'}""]",,"ThomasP3120',","Retired military Marines 69-70 Army 74-93 MOS915E. Constitutional Conservative GAB @Thomaspeaec3120',"
323,"[""1315267191114088448'}""]","Indonésie',","ChartyTeam',","GALANG DANA ""CARAT"" TANGGAP BENCANA.\nKEBAIKAN AKAN SELALU BERSAMA KITA SEMUA 💖 🇮🇩',"
324,"[""1401332380988850178'}""]","public_metrics': {'followers_count': 239,","jenrubyitgirl',","in this world, it´s just us ♡',"
325,"[""1591173281331445760'}""]","Lorelia',","LeefLit',","Unlocking wor(l)ds of wisdom, wonder, and wellness in poetry, prose, pics and pluralism ✨',"
326,"[""884759441853341696'}""]",Hoseok & Yoongi,"amoparasaturno',","fan account',"
327,"[""1255227175021809665'}""]",,"AksumOf',","Africanist',"
328,"[""1584150054138515457'}""]",,"DeniseM88680876',","the same items frm here',"
329,"[""1584199512549007360'}""]",,"LisaHub74764096',","the same items frm here',"
330,"[""1548058612639023104'}""]","beyazıt',","monsenyore',",location':
331,"[""1483400361318793218'}""]","Jos',","ComputerrWizard',","MSc Cyber Security and Digital Forensics in view.~\n\n3D modelling for video games, VFX and 3D animation.~\n\nSerial Entrepreneur~\n\nCEO Jay and Dave digital LTD',"
332,"[""1252904829191675905'}""]","MAKERERE,UGANDA',","Promisesieka',","ARSENAL Z BAE✊💞....STA-TEC..nice food is therapy Splendoured 💓',"
333,"[""120769030'}""]","Miami, FL',","jasmeanieeee',","',"
334,"[""1450163221101416453'}""]","MY SOCIAL MEDIA 👉🏻',","kyokoakihiroo',","19yo ♡ bratty ♡ I only reply on onlyfans“SQUIRT” for a FREE video 👉🏻 https://t.co/OKXt3L0Fiw',"
335,"[""114665434'}""]","Arizona, USA',","DruagaBlackhart',","| Gamer | #Lovecraftian | #NeebsGaming | #MST3K fan | \nBi | He/They/Them |\nJust a 30-something weirdo geek/nerd/otaku/furry, who likes being friendly. 💗💙💜',"
336,"[""1514781225323425793'}""]",,"nerodenc',","Here for the Covid safety. DMs open for those who want to do Covid safety activism. #CleanAir #P100 #HEPA #CADR\n\nMastodon: https://t.co/7sfPMufEBz',"
337,"[""185289508'}""]","United States',","wbruce44',","DEMOCRATS - Never surrender to FASCISM! 👍🏾👏🏾👩🏾\u200d🎓Followed by @Rosie @AlimiBallard @TayeDiggs @JohnFugelsang @NancySinatra',"
338,"[""721479833079783424'}""]",,"therealmdjr_',","ℓσηg ℓινє кнαℓι 💜 |',"
339,"[""1482049185692229636'}""]",,"uh8marz',","I’m a bad btch you can’t kill me.',"
340,"[""1544386752'}""]","bay area',","k_pendergrast',","Working on environment & tech at Antistatic. Writing about technology, ecology, labor, & shapes.',"
341,"[""1233929232432205827'}""]","Austin, TX',","GailAlfarATX',","Author, https://t.co/ci3TvyMyuQ, all-in for a sustainable energy future & Elon Musk’s Twitter, RN, Veteran. NEW: What’s Up Twitter',"
342,"[""1373071526119964680'}""]","they',","hqwallows',","hq ships + a wallows lyric every half hour',"
343,"[""1254250976741076998'}""]",,"Redpilledrogan',","',"
344,"[""1084074629659009025'}""]",,"DonaldTrumpAi1',","I am an Artificial Intelligence that is trying to learn to Tweet like President Donald Trump using only his tweets.    I am completely autonomous &without bias.',"
345,"[""1494714352477384704'}""]",,"Star_Hecc',","Bttm Lk is my life',"
346,"[""1591916691272892425'}""]",,"MarcJoul',","Interested in Web3 \n#Cnft\n#Nfts',"
347,"[""317852426'}""]","England',","HZTL_',","Photographer ◻️ Creative ◻️ Coffee Addict \n-\nCreative Director @pioneersgg\nPodcast Co-host @CutsceneConvos',"
348,"[""1584167774099836928'}""]",,"LisaCha30470536',","the same items frm here',"
349,"[""1009637703225413632'}""]",,"Sofeia6',","',"
350,"[""1587275504109125632'}""]",,"ShelbyDorner6',","last day i found my girlloving',"
351,"[""1443167317341450244'}""]",,"brasil_janice',","',"
352,"[""1558236203740176384'}""]",,"FelixsMoonlight',","Aussie line biased 🇦🇺 Bi | Black | ‘95 liner | 🇺🇸',"
353,"[""1967206741'}""]",,"merri_116',","Wife, mother, grandmother, Christian, Conservative',"
354,"[""415801010'}""]","Bournemouth, England',","DTB93',","Love life. Embrace it. Enjoy the ride. Proud supporter of AFC Bournemouth.',"
355,"[""842725830656757762'}""]",,"duvzo',","',"
356,"[""1586376812011163651'}""]",,"harmonicals',","public_metrics': {'followers_count': 30,"
357,"[""1594178853551083520'}""]","exoplanet',","kittyhaehae',",location':
358,"[""1594109444874444801'}""]",,"Freedomchic1776',","',"
359,"[""912664926'}""]",,"buffer1974',","',"
360,"[""1547178544102621185'}""]",Nigeria,"Deejah_Digital',","I help young 9-5ers start a profitable online business using just their smartphone.',"
361,"[""1524750786638409731'}""]","Shanghai',","Kristy33142443',","',"
362,"[""1386011909770596358'}""]",,"AngelRe96386095',","public_metrics': {'followers_count': 19440,"
363,"[""1248403870256115712'}""]",,"JoseBanos12',","',"
364,"[""175881540'}""]",,"jalexa1218',","Often tweeting constructive criticism at White House journalists. #BlackLivesMatter #Beyhive #RenasArmy HTX 🤠💕',"
365,"[""1016357270807089152'}""]","Ohio, USA',","DonaG681',","22 furry account, loves writing fetish fics. happily in a relationship with my Vee boi. irl alt account for femboy stuff is @HHHfemboyDD64',"
366,"[""1236758151543873539'}""]",,"allmystars_7',","Go and catch a falling star... ⭐💫 Run, run, run!     💜🐯 💙💎☁️ ❤️🐳',"
367,"[""1119179123576827904'}""]","India🇮🇳',","moonjoon_lover7',",location':
368,"[""1242747673163292674'}""]",,"MaxChen71705064',","legal service, intellectual property rights service.',"
369,"[""1045508752747769857'}""]",,"VBSofficial_',","Justin Herbert is a social media quarterback',"
370,"[""1127808024234512385'}""]",,"Mdjawed0',","one and only Virat Kohli ❤️',"
371,"[""1372043801775255552'}""]",,"vinnysquotes',","this bot tweets quotes from characters i find... 😏❤ tweets every 30 or so mins, ran by @melonscythe',"
372,"[""1082967458'}""]",,"allyn_chuchant',","',"
373,"[""1088096065558102017'}""]",,"kathlee73732050',","Attorney General of the United States.',"
374,"[""1384106506740637697'}""]","Stayville',","sailorstxay',",location':
375,"[""23518071'}""]","Denver, Colorado',","MrCoolLooking75',","Just a fan of games and entertainment. Wheel Of Fortune alum. Introvert that likes to interact with celebrities.',"
376,"[""43750097'}""]","Planet Earth',","bdoyle262',","',"
377,"[""386688159'}""]","United States',","GHillFoundation',","The Greg Hill Foundation responds to the immediate need of assistance to local families. Greg is the Host of The Greg Hill Show on WEEI.',"
378,"[""870935523602386945'}""]",,"Dxrwizzy27',","Darwizzy Admirer. Was Fabio28Carvalho',"
379,"[""1577430321057890306'}""]",,"MAGADude7',","Can think for myself',"
380,"[""296367776',""]","Madison, Wi',","vicky_madison',","Liberal',"
381,"[""2984134097',""]","In motion',","meedaaa_',","Jesus ❤️ Bread ❤️ UIUX Designer #occupyinec #stopfraudulentactivitiesinec #stopunderagevotinginec #INECisCorrupt',"
382,"[""21992362',""]","California, USA',","DarthDuff',","I’m just some dude who likes to spend his paycheck on making horrible horror movies that people seem to like.',"
383,"[""20529504',""]",Dutty Machine Leggo Mi Juice,"NeverAnother1',","I am a dream interpreter. Seen on MTV, After The Fall Podcast, Griot, Authoress: Skin Out .',"
384,"[""1497124692217446400',""]",,"TsgeBrhane3',","Proud to  be Tigraweytiy 💊💪',"
385,"[""19987249',""]","England',","JaneEllen_',","💖 Jane Austen 💖 Theatre 💖 Alfie Boe 💖',"
386,"[""127530923',""]",,"Romhai_H',","𝑾𝒉𝒆𝒏 𝒊𝒏𝒋𝒖𝒔𝒕𝒊𝒄𝒆 𝒃𝒆𝒄𝒐𝒎𝒆𝒔 𝒍𝒂𝒘, 𝒓𝒆𝒔𝒊𝒔𝒕𝒂𝒏𝒄𝒆 𝒃𝒆𝒄𝒐𝒎𝒆𝒔 𝒅𝒖𝒕𝒚.\n\n~ 𝑻𝒉𝒐𝒎𝒂𝒔 𝑱𝒆𝒇𝒇𝒆𝒓𝒔𝒐𝒏',"
387,"[""2321193966',""]","Earth',","iTrishLane',","Lover of life, friends, great music and delicious food. #CatsofTwitter',"
388,"[""1596269375945834496',""]",,"roya86937762',","',"
389,"[""1324901440142385152',""]",,"laurap84220888',","',"
390,"[""1286355068799901696',""]",,"JordizzleJ',","Team Jamaica 🇯🇲🇯🇲, West Indies, Manchester City, La Lakers, Brazil 🇧🇷 🇧🇷, Serena and Osaka Super fan',"
391,"[""1525110300000780288',""]",,"Cora36549837',","开云体育 https://t.co/gyi8fO2rJL 火狐体育 https://t.co/89jicIUw81',"
392,"[""1566775403754168327',""]",,"galitigirayi9',","ኩሪዕቲ እየ ብትግራይ ዓደይ TDf💊💊ዋሓስ ሂወተይ',"
393,"[""1587811970270593027',""]",,"william_norwich',","I stand with the Almighty God and our Lord Jesus Christ, in the fight against Lucifer and his pathetic globalist agents on Earth . . .',"
394,"[""1438954847588528133',""]",,"WelduYtbarek',","ቲ ጉዳይ ፖለቲካዊ ጌሩ ዝወስዶ ትግራዋይ  የዋህ ጥራሕ ዩ። ቅድሚ ሕጂ ካብ ዝነበረ ዘስካሕክሕ ግፍዕታት ዝገደደን ኣብ ታሪኽ 🌍 ትግራይን ትግራዋይን ካብ ምድሪ ገፅ ንምጥፋእ ከምታሪኽ ከይንዝንቶ ዝዓለመ ውዲት ዩ። 🧭ደቒቕውን ክንማናጎ የብልናን ዳይ💥',"
395,"[""297969419',""]",Central PA,"Wingman56',","Fan of Braves Baseball, Blooper World Domination, an eventual Browns championship, and Penn State victories.',"
396,"[""1545024715630288896',""]",Kent Coast,"SunnySideBecca',",location':
397,"[""1118900246040412160',""]","she/her',","GrayAthene',","Athena Rose | Queerer than a $3 bill | I talk about history, politics and being 🏳️\u200d⚧️',"
398,"[""1437695356205248513',""]","Hinckley',","CamerakazePhoto',","Photographer, Kate Winterbotham, for sports, dance, events, portraits, headshots, lifestyle and fashion, covering matches for Hinckley Leicester Rd. FC.',"
399,"[""1482972462',""]","Vilnius, Lituanie',","gorbarbarian',","Maker of stuff',"
400,"[""1493730311741448195',""]",,"NatsnetTigrey',","#TigrayGenocide',"
401,"[""15150549',""]","United States',","jeremiahw',","product & tech nerd. views my own.',"
402,"[""1401332380988850178',""]","public_metrics': {'followers_count': 239,","jenrubyitgirl',","in this world, it´s just us ♡',"
403,"[""1585903348540219392',""]","United States',","Girlwithaheart5',","Always in a state of confusion.',"
404,"[""1436303713497387008',""]","Cape Town, South Africa',","st___anthony',","too ugly to cheat',"
405,"[""1594892457774403584',""]",,"shekay69',","#santasquad #gensquad #teamstacks #2222 #RoboticGang',"
406,"[""2971148061',""]","UK',","dotty4paws',","Dotty4Paws is a directory dedicated to dogs. From dog-friendly shops, accommodation, attractions, events & eateries, to gifts for hound & human #SBSWinner',"
407,"[""1491483364867596295',""]",,"DogaliV',","public_metrics': {'followers_count': 7270,"
408,"[""1290696776727568387',""]",,"HolbacheRd',","Anti-authoritarian; conservative; English; monarchist.',"
409,"[""773330404992516096',""]","bottom of a Dr.Pepper bottle',","Le_Spicy_Memes',","Taiwanese Wasian || he/they || enby tme || bi ☽☾ || ENTP 5w6 || wrote Diary Gentaro || ♡ @Taemugis ♡ || ic:@norimin16 || DM if rt smth bad || autistic || No NFT',"
410,"[""860473033751896064',""]",,"oULpKB5eig7sWdr',","',"
411,"[""824034180598272000',""]",,"jeanie31199',","Retired RN, Vote Blue, Family genealogist. #BuildBackBetter WEAR a DAMN MASK! 6 Jan 2021 GOP TREASON Women’s rights Voting rights. NO LISTS 🌻',"
412,"[""973938047447281664',""]",,"MichimotoMichi1',","',"
413,"[""988846608614920192',""]","Georgia',","Jeff_ee92',","',"
414,"[""1563546714648514560',""]",,"ntigrayi12',","',"
415,"[""1509479442934026245',""]","The Great State of Confusion',","LCWalkerUSA',",location':
416,"[""1341881381794820096',""]",,"GhandiYorkie',","',"
417,"[""1324973616128126977',""]",,"devi_l22',","Kelly Bundy’s biggest fan',"
